student,course,activity,room,day,time
Chaimae Swiers,Lineaire Algebra,h2,C1.112,di,9
Chaimae Swiers,Lineaire Algebra,h1,B0.201,do,15
Chaimae Swiers,Programmeren in Java 2,p1,A1.08,ma,15
Christoffel 't Jong,Calculus 2,h1,C0.110,do,13
Christoffel 't Jong,Calculus 2,w1,C0.110,ma,13
Christoffel 't Jong,Moderne Databases,h1,A1.10,vr,13
Christoffel 't Jong,Moderne Databases,w1,C0.110,wo,9
Christoffel 't Jong,Moderne Databases,p1,C1.112,di,15
Christoffel 't Jong,Programmeren in Java 2,p1,A1.08,ma,13
Jorg 't Lam,Programmeren in Java 2,p1,A1.10,do,15
Jorg 't Lam,Technology for games,h1,A1.06,ma,9
Jorg 't Lam,Technology for games,h2,A1.04,di,11
Jorg 't Lam,Technology for games,w1,A1.08,ma,11
Nermin Talhaoui,Bioinformatica,h1,C0.110,ma,9
Nermin Talhaoui,Bioinformatica,h2,C1.112,di,13
Nermin Talhaoui,Bioinformatica,h3,A1.04,wo,15
Nermin Talhaoui,Bioinformatica,w1,A1.04,do,13
Nermin Talhaoui,Bioinformatica,p1,C0.110,vr,17
Nermin Talhaoui,Compilerbouw practicum,p1,C1.112,vr,15
Nermin Talhaoui,Software engineering,h1,A1.04,ma,13
Nermin Talhaoui,Software engineering,w1,B0.201,vr,13
Nermin Talhaoui,Software engineering,p1,A1.04,do,11
Elbertus Tamis,Kansrekenen 2,h1,A1.08,do,11
Elbertus Tamis,Kansrekenen 2,h2,A1.04,vr,15
Olof Tap,Programmeren in Java 2,p1,A1.08,ma,13
Sanja Tas,Compilerbouw,h1,A1.06,wo,13
Sanja Tas,Compilerbouw,h2,A1.08,wo,11
Sanja Tas,Compilerbouw,w1,B0.201,di,13
Sanja Tas,Compilerbouw,p1,A1.06,vr,13
Sanja Tas,Software engineering,h1,A1.04,ma,13
Sanja Tas,Software engineering,w1,A1.10,vr,15
Sanja Tas,Software engineering,p1,A1.04,do,11
Skye Tas,Databases 2,h1,C0.110,ma,15
Skye Tas,Databases 2,w1,A1.10,di,11
Skye Tas,Kansrekenen 2,h1,A1.08,do,11
Skye Tas,Kansrekenen 2,h2,A1.04,vr,15
Skye Tas,Moderne Databases,h1,A1.10,vr,13
Skye Tas,Moderne Databases,w1,C0.110,wo,9
Skye Tas,Moderne Databases,p1,A1.04,vr,11
Nanette te Braak,Architectuur en computerorganisatie,h1,A1.06,wo,15
Nanette te Braak,Architectuur en computerorganisatie,h2,A1.06,do,9
Nanette te Braak,Calculus 2,h1,C0.110,do,13
Nanette te Braak,Calculus 2,w1,C1.112,wo,13
Nanette te Braak,Compilerbouw,h1,A1.06,wo,13
Nanette te Braak,Compilerbouw,h2,A1.08,wo,11
Nanette te Braak,Compilerbouw,w1,A1.06,di,15
Nanette te Braak,Compilerbouw,p1,A1.06,vr,13
Nanette te Braak,Moderne Databases,h1,A1.10,vr,13
Nanette te Braak,Moderne Databases,w1,C0.110,wo,9
Nanette te Braak,Moderne Databases,p1,A1.04,vr,11
Xiao Teekens,Interactie-ontwerp,h1,A1.04,di,13
Xiao Teekens,Interactie-ontwerp,h2,A1.10,ma,11
Xiao Teekens,Lineaire Algebra,h2,C1.112,di,9
Xiao Teekens,Lineaire Algebra,h1,B0.201,do,15
Xiao Teekens,Programmeren in Java 2,p1,A1.10,do,15
Xiao Teekens,Reflectie op de digitale cultuur,h1,A1.08,di,13
Xiao Teekens,Reflectie op de digitale cultuur,h2,C0.110,di,11
Xiao Teekens,Reflectie op de digitale cultuur,w1,A1.10,vr,11
Xiao Teekens,Zoeken sturen en bewegen,p1,B0.201,di,15
Maan ten Pas,Architectuur en computerorganisatie,h1,A1.06,wo,15
Maan ten Pas,Architectuur en computerorganisatie,h2,A1.06,do,9
Maan ten Pas,Heuristieken 1,h1,B0.201,wo,15
Maan ten Pas,Heuristieken 1,w1,A1.08,vr,15
Maan ten Pas,Kansrekenen 2,h1,A1.08,do,11
Maan ten Pas,Kansrekenen 2,h2,A1.04,vr,15
Tjalle ten Pas,Calculus 2,h1,C0.110,do,13
Tjalle ten Pas,Calculus 2,w1,C0.110,ma,13
Tjalle ten Pas,Databases 2,h1,C0.110,ma,15
Tjalle ten Pas,Databases 2,w1,A1.10,di,11
Tjalle ten Pas,Lineaire Algebra,h2,C1.112,di,9
Tjalle ten Pas,Lineaire Algebra,h1,B0.201,do,15
Pleun ter Heide,Bioinformatica,h1,C0.110,ma,9
Pleun ter Heide,Bioinformatica,h2,C1.112,di,13
Pleun ter Heide,Bioinformatica,h3,A1.04,wo,15
Pleun ter Heide,Bioinformatica,w1,A1.04,do,13
Pleun ter Heide,Bioinformatica,p1,B0.201,wo,13
Pleun ter Heide,Compilerbouw practicum,p1,A1.04,wo,13
Pleun ter Heide,Heuristieken 1,h1,B0.201,wo,15
Pleun ter Heide,Heuristieken 1,w1,A1.06,ma,11
Pleun ter Heide,Software engineering,h1,A1.04,ma,13
Pleun ter Heide,Software engineering,w1,A1.10,vr,15
Pleun ter Heide,Software engineering,p1,A1.04,do,11
Aboubakr Terpstra,Analysemethoden en -technieken,h1,A1.10,wo,15
Arianna Tettero,Programmeren in Java 2,p1,A1.08,ma,13
Jonah Teuben,Bioinformatica,h1,C0.110,ma,9
Jonah Teuben,Bioinformatica,h2,C1.112,di,13
Jonah Teuben,Bioinformatica,h3,A1.04,wo,15
Jonah Teuben,Bioinformatica,w1,A1.04,ma,9
Jonah Teuben,Bioinformatica,p1,B0.201,di,11
Jonah Teuben,Compilerbouw,h1,A1.06,wo,13
Jonah Teuben,Compilerbouw,h2,A1.08,wo,11
Jonah Teuben,Compilerbouw,w1,B0.201,di,13
Jonah Teuben,Compilerbouw,p1,A1.06,vr,13
Jonah Teuben,Webprogrammeren en databases,h1,C0.110,di,13
Jonah Teuben,Webprogrammeren en databases,h2,C1.112,vr,11
Jonah Teuben,Webprogrammeren en databases,w1,B0.201,ma,11
Jonah Teuben,Webprogrammeren en databases,p1,A1.10,do,9
Jonah Teuben,Zoeken sturen en bewegen,p1,B0.201,di,15
Rochelle Thielen,Kansrekenen 2,h1,A1.08,do,11
Rochelle Thielen,Kansrekenen 2,h2,A1.04,vr,15
Rochelle Thielen,Programmeren in Java 2,p1,A1.06,vr,11
Silvie Thoma,Collectieve Intelligentie,h1,B0.201,do,13
Silvie Thoma,Collectieve Intelligentie,h2,C1.112,do,15
Silvie Thoma,Collectieve Intelligentie,h3,C0.110,vr,11
Silvie Thoma,Collectieve Intelligentie,w1,A1.06,di,9
Silvie Thoma,Collectieve Intelligentie,p1,C0.110,wo,17
Silvie Thoma,Compilerbouw practicum,p1,C1.112,vr,9
Ard Tielemans,Algoritmen en complexiteit,h1,A1.10,vr,9
Ard Tielemans,Algoritmen en complexiteit,w1,C1.112,do,9
Ard Tielemans,Algoritmen en complexiteit,p1,A1.08,do,13
Ard Tielemans,Bioinformatica,h1,C0.110,ma,9
Ard Tielemans,Bioinformatica,h2,C1.112,di,13
Ard Tielemans,Bioinformatica,h3,A1.04,wo,15
Ard Tielemans,Bioinformatica,w1,C0.110,di,9
Ard Tielemans,Bioinformatica,p1,C0.110,vr,17
Ard Tielemans,Collectieve Intelligentie,h1,B0.201,do,13
Ard Tielemans,Collectieve Intelligentie,h2,C1.112,do,15
Ard Tielemans,Collectieve Intelligentie,h3,C0.110,vr,11
Ard Tielemans,Collectieve Intelligentie,w1,A1.06,di,13
Ard Tielemans,Collectieve Intelligentie,p1,C1.112,di,11
Ard Tielemans,Data Mining,p1,A1.06,vr,15
Ard Tielemans,Data Mining,h1,C0.110,ma,11
Ard Tielemans,Data Mining,h2,C0.110,do,9
Ard Tielemans,Data Mining,w1,A1.08,di,9
Ard Tielemans,Programmeren in Java 2,p1,A1.10,do,15
Raja Tijhof,Reflectie op de digitale cultuur,h1,A1.08,di,13
Raja Tijhof,Reflectie op de digitale cultuur,h2,C0.110,di,11
Raja Tijhof,Reflectie op de digitale cultuur,w1,A1.10,vr,11
Bilal Tip,Netwerken en systeembeveiliging,p1,A1.04,ma,15
Sarena Tjeerdsma,Bioinformatica,h1,C0.110,ma,9
Sarena Tjeerdsma,Bioinformatica,h2,C1.112,di,13
Sarena Tjeerdsma,Bioinformatica,h3,A1.04,wo,15
Sarena Tjeerdsma,Bioinformatica,w1,A1.04,ma,9
Sarena Tjeerdsma,Bioinformatica,p1,B0.201,di,11
Sarena Tjeerdsma,Calculus 2,h1,C0.110,do,13
Sarena Tjeerdsma,Calculus 2,w1,C1.112,wo,13
Sarena Tjeerdsma,Heuristieken 1,h1,B0.201,wo,15
Sarena Tjeerdsma,Heuristieken 1,w1,A1.08,vr,15
Sarena Tjeerdsma,Kansrekenen 2,h1,A1.08,do,11
Sarena Tjeerdsma,Kansrekenen 2,h2,A1.04,vr,15
Sarena Tjeerdsma,Lineaire Algebra,h2,C1.112,di,9
Sarena Tjeerdsma,Lineaire Algebra,h1,B0.201,do,15
Hedwich Toetenel,Interactie-ontwerp,h1,A1.04,di,13
Hedwich Toetenel,Interactie-ontwerp,h2,A1.10,ma,11
Hedwich Toetenel,Webprogrammeren en databases,h1,C0.110,di,13
Hedwich Toetenel,Webprogrammeren en databases,h2,C1.112,vr,11
Hedwich Toetenel,Webprogrammeren en databases,w1,B0.201,ma,11
Hedwich Toetenel,Webprogrammeren en databases,p1,A1.10,do,9
Samentha Toren,Calculus 2,h1,C0.110,do,13
Samentha Toren,Calculus 2,w1,C0.110,ma,13
Samentha Toren,Kansrekenen 2,h1,A1.08,do,11
Samentha Toren,Kansrekenen 2,h2,A1.04,vr,15
Liza Traa,Databases 2,h1,C0.110,ma,15
Liza Traa,Databases 2,w1,A1.10,di,15
Liza Traa,Heuristieken 2,h1,A1.04,wo,11
Liza Traa,Heuristieken 2,w1,B0.201,do,9
Tom Truijen,Compilerbouw,h1,A1.06,wo,13
Tom Truijen,Compilerbouw,h2,A1.08,wo,11
Tom Truijen,Compilerbouw,w1,B0.201,di,13
Tom Truijen,Compilerbouw,p1,A1.06,vr,13
Tom Truijen,Zoeken sturen en bewegen,p1,C1.112,ma,13
Jacey Tun,Reflectie op de digitale cultuur,h1,A1.08,di,13
Jacey Tun,Reflectie op de digitale cultuur,h2,C0.110,di,11
Jacey Tun,Reflectie op de digitale cultuur,w1,A1.04,vr,9
Annamaria Twigt,Calculus 2,h1,C0.110,do,13
Annamaria Twigt,Calculus 2,w1,C1.112,wo,13
Annamaria Twigt,Moderne Databases,h1,A1.10,vr,13
Annamaria Twigt,Moderne Databases,w1,A1.08,di,15
Annamaria Twigt,Moderne Databases,p1,C1.112,di,15
Arina Ubbink,Zoeken sturen en bewegen,p1,C1.112,wo,11
Emme Udo,Collectieve Intelligentie,h1,B0.201,do,13
Emme Udo,Collectieve Intelligentie,h2,C1.112,do,15
Emme Udo,Collectieve Intelligentie,h3,C0.110,vr,11
Emme Udo,Collectieve Intelligentie,w1,A1.06,di,13
Emme Udo,Collectieve Intelligentie,p1,C0.110,wo,17
Emme Udo,Heuristieken 1,h1,B0.201,wo,15
Emme Udo,Heuristieken 1,w1,A1.06,ma,11
Emme Udo,Moderne Databases,h1,A1.10,vr,13
Emme Udo,Moderne Databases,w1,B0.201,ma,15
Emme Udo,Moderne Databases,p1,A1.10,do,11
Emme Udo,Zoeken sturen en bewegen,p1,C1.112,wo,11
Felien Uitslag,Analysemethoden en -technieken,h1,A1.10,wo,15
Felien Uitslag,Collectieve Intelligentie,h1,B0.201,do,13
Felien Uitslag,Collectieve Intelligentie,h2,C1.112,do,15
Felien Uitslag,Collectieve Intelligentie,h3,C0.110,vr,11
Felien Uitslag,Collectieve Intelligentie,w1,A1.06,di,13
Felien Uitslag,Collectieve Intelligentie,p1,C1.112,di,11
Felien Uitslag,Databases 2,h1,C0.110,ma,15
Felien Uitslag,Databases 2,w1,A1.10,di,15
Felien Uitslag,Heuristieken 2,h1,A1.04,wo,11
Felien Uitslag,Heuristieken 2,w1,C1.112,ma,9
Keely Ursem,Bioinformatica,h1,C0.110,ma,9
Keely Ursem,Bioinformatica,h2,C1.112,di,13
Keely Ursem,Bioinformatica,h3,A1.04,wo,15
Keely Ursem,Bioinformatica,w1,C0.110,di,9
Keely Ursem,Bioinformatica,p1,B0.201,wo,13
Keely Ursem,Calculus 2,h1,C0.110,do,13
Keely Ursem,Calculus 2,w1,C0.110,vr,15
Keely Ursem,Databases 2,h1,C0.110,ma,15
Keely Ursem,Databases 2,w1,A1.10,di,11
Keely Ursem,Heuristieken 1,h1,B0.201,wo,15
Keely Ursem,Heuristieken 1,w1,A1.06,ma,11
Nygel Vaatstra,Compilerbouw,h1,A1.06,wo,13
Nygel Vaatstra,Compilerbouw,h2,A1.08,wo,11
Nygel Vaatstra,Compilerbouw,w1,B0.201,di,13
Nygel Vaatstra,Compilerbouw,p1,C0.110,ma,17
Nygel Vaatstra,Moderne Databases,h1,A1.10,vr,13
Nygel Vaatstra,Moderne Databases,w1,B0.201,ma,15
Nygel Vaatstra,Moderne Databases,p1,A1.10,do,11
Nygel Vaatstra,Software engineering,h1,A1.04,ma,13
Nygel Vaatstra,Software engineering,w1,B0.201,vr,13
Nygel Vaatstra,Software engineering,p1,B0.201,vr,11
Nygel Vaatstra,Technology for games,h1,A1.06,ma,9
Nygel Vaatstra,Technology for games,h2,A1.04,di,11
Nygel Vaatstra,Technology for games,w1,A1.08,ma,11
Dineke Valster,Heuristieken 1,h1,B0.201,wo,15
Dineke Valster,Heuristieken 1,w1,A1.08,vr,15
Dineke Valster,Programmeren in Java 2,p1,A1.08,ma,13
Shairon van Aaken,Zoeken sturen en bewegen,p1,C1.112,ma,13
Said van Aalderen,Kansrekenen 2,h1,A1.08,do,11
Said van Aalderen,Kansrekenen 2,h2,A1.04,vr,15
Cherilyn van Amelsvoort,Analysemethoden en -technieken,h1,A1.10,wo,15
Cherilyn van Amelsvoort,Heuristieken 1,h1,B0.201,wo,15
Cherilyn van Amelsvoort,Heuristieken 1,w1,A1.06,ma,11
Cherilyn van Amelsvoort,Kansrekenen 2,h1,A1.08,do,11
Cherilyn van Amelsvoort,Kansrekenen 2,h2,A1.04,vr,15
Cherilyn van Amelsvoort,Programmeren in Java 2,p1,B0.201,ma,9
Leo van Amerongen,Programmeren in Java 2,p1,A1.06,vr,11
Peter-Jan van Amersfoort,Analysemethoden en -technieken,h1,A1.10,wo,15
Peter-Jan van Amersfoort,Software engineering,h1,A1.04,ma,13
Peter-Jan van Amersfoort,Software engineering,w1,A1.10,vr,15
Peter-Jan van Amersfoort,Software engineering,p1,B0.201,vr,11
Jacky van Apeldoorn,Interactie-ontwerp,h1,A1.04,di,13
Jacky van Apeldoorn,Interactie-ontwerp,h2,A1.10,ma,11
Nika van Baaren,Analysemethoden en -technieken,h1,A1.10,wo,15
Nika van Baaren,Netwerken en systeembeveiliging,p1,A1.04,ma,15
Nika van Baaren,Project Genetic Algorithms,p1,A1.06,do,15
Nika van Baaren,Reflectie op de digitale cultuur,h1,A1.08,di,13
Nika van Baaren,Reflectie op de digitale cultuur,h2,C0.110,di,11
Nika van Baaren,Reflectie op de digitale cultuur,w1,A1.04,vr,9
Cemil van Barneveld,Databases 2,h1,C0.110,ma,15
Cemil van Barneveld,Databases 2,w1,A1.10,di,15
Cemil van Barneveld,Reflectie op de digitale cultuur,h1,A1.08,di,13
Cemil van Barneveld,Reflectie op de digitale cultuur,h2,C0.110,di,11
Cemil van Barneveld,Reflectie op de digitale cultuur,w1,A1.10,vr,11
Cemil van Barneveld,Zoeken sturen en bewegen,p1,B0.201,di,15
Johannus van Bavel,Data Mining,p1,C1.112,wo,9
Johannus van Bavel,Data Mining,h1,C0.110,ma,11
Johannus van Bavel,Data Mining,h2,C0.110,do,9
Johannus van Bavel,Data Mining,w1,A1.06,do,11
Johannus van Bavel,Heuristieken 2,h1,A1.04,wo,11
Johannus van Bavel,Heuristieken 2,w1,B0.201,do,9
Johannus van Bavel,Netwerken en systeembeveiliging,p1,A1.04,vr,13
Johannus van Bavel,Project Numerical Recipes,p1,C0.110,do,15
Lody van Bentem,Project Numerical Recipes,p1,B0.201,wo,9
Ynte van Berkom,Heuristieken 2,h1,A1.04,wo,11
Ynte van Berkom,Heuristieken 2,w1,C1.112,ma,9
Ynte van Berkom,Reflectie op de digitale cultuur,h1,A1.08,di,13
Ynte van Berkom,Reflectie op de digitale cultuur,h2,C0.110,di,11
Ynte van Berkom,Reflectie op de digitale cultuur,w1,A1.10,do,13
Liedeke van Bezooijen,Collectieve Intelligentie,h1,B0.201,do,13
Liedeke van Bezooijen,Collectieve Intelligentie,h2,C1.112,do,15
Liedeke van Bezooijen,Collectieve Intelligentie,h3,C0.110,vr,11
Liedeke van Bezooijen,Collectieve Intelligentie,w1,A1.06,di,13
Liedeke van Bezooijen,Collectieve Intelligentie,p1,C0.110,wo,17
Liedeke van Bezooijen,Software engineering,h1,A1.04,ma,13
Liedeke van Bezooijen,Software engineering,w1,B0.201,vr,13
Liedeke van Bezooijen,Software engineering,p1,A1.04,do,11
Emircan van de Bunt,Compilerbouw,h1,A1.06,wo,13
Emircan van de Bunt,Compilerbouw,h2,A1.08,wo,11
Emircan van de Bunt,Compilerbouw,w1,B0.201,di,13
Emircan van de Bunt,Compilerbouw,p1,A1.06,vr,13
Robbie van de Geijn,Analysemethoden en -technieken,h1,A1.10,wo,15
Robbie van de Geijn,Reflectie op de digitale cultuur,h1,A1.08,di,13
Robbie van de Geijn,Reflectie op de digitale cultuur,h2,C0.110,di,11
Robbie van de Geijn,Reflectie op de digitale cultuur,w1,A1.10,do,13
Patryk van de Kraats,Machine Learning,h1,A1.08,di,11
Patryk van de Kraats,Machine Learning,h2,C1.112,do,11
Patryk van de Kraats,Moderne Databases,h1,A1.10,vr,13
Patryk van de Kraats,Moderne Databases,w1,C0.110,wo,9
Patryk van de Kraats,Moderne Databases,p1,A1.10,do,11
Patryk van de Kraats,Programmeren in Java 2,p1,B0.201,ma,9
Kamila van de Kruijs,Project Numerical Recipes,p1,A1.10,ma,15
Rayen van de Kruijs,Calculus 2,h1,C0.110,do,13
Rayen van de Kruijs,Calculus 2,w1,C0.110,ma,13
Rayen van de Kruijs,Compilerbouw,h1,A1.06,wo,13
Rayen van de Kruijs,Compilerbouw,h2,A1.08,wo,11
Rayen van de Kruijs,Compilerbouw,w1,B0.201,di,13
Rayen van de Kruijs,Compilerbouw,p1,A1.06,vr,13
Rayen van de Kruijs,Kansrekenen 2,h1,A1.08,do,11
Rayen van de Kruijs,Kansrekenen 2,h2,A1.04,vr,15
Rayen van de Kruijs,Machine Learning,h1,A1.08,di,11
Rayen van de Kruijs,Machine Learning,h2,C1.112,do,11
Rayen van de Kruijs,Programmeren in Java 2,p1,A1.06,vr,11
Roswitha van de Kuilen,Project Numerical Recipes,p1,B0.201,wo,9
Rudy van de Pavert,Calculus 2,h1,C0.110,do,13
Rudy van de Pavert,Calculus 2,w1,C0.110,vr,15
Shawny van de Pol,Bioinformatica,h1,C0.110,ma,9
Shawny van de Pol,Bioinformatica,h2,C1.112,di,13
Shawny van de Pol,Bioinformatica,h3,A1.04,wo,15
Shawny van de Pol,Bioinformatica,w1,A1.04,ma,9
Shawny van de Pol,Bioinformatica,p1,B0.201,wo,13
Shawny van de Pol,Collectieve Intelligentie,h1,B0.201,do,13
Shawny van de Pol,Collectieve Intelligentie,h2,C1.112,do,15
Shawny van de Pol,Collectieve Intelligentie,h3,C0.110,vr,11
Shawny van de Pol,Collectieve Intelligentie,w1,C0.110,vr,9
Shawny van de Pol,Collectieve Intelligentie,p1,C0.110,wo,17
Shawny van de Pol,Databases 2,h1,C0.110,ma,15
Shawny van de Pol,Databases 2,w1,A1.10,di,15
Shawny van de Pol,Lineaire Algebra,h2,C1.112,di,9
Shawny van de Pol,Lineaire Algebra,h1,B0.201,do,15
Leida van de Ridder,Bioinformatica,h1,C0.110,ma,9
Leida van de Ridder,Bioinformatica,h2,C1.112,di,13
Leida van de Ridder,Bioinformatica,h3,A1.04,wo,15
Leida van de Ridder,Bioinformatica,w1,C0.110,di,9
Leida van de Ridder,Bioinformatica,p1,C0.110,vr,17
Leida van de Ridder,Calculus 2,h1,C0.110,do,13
Leida van de Ridder,Calculus 2,w1,C0.110,vr,15
Leida van de Ridder,Programmeren in Java 2,p1,A1.06,vr,11
Leida van de Ridder,Reflectie op de digitale cultuur,h1,A1.08,di,13
Leida van de Ridder,Reflectie op de digitale cultuur,h2,C0.110,di,11
Leida van de Ridder,Reflectie op de digitale cultuur,w1,A1.10,do,13
Jurre van de Sanden,Bioinformatica,h1,C0.110,ma,9
Jurre van de Sanden,Bioinformatica,h2,C1.112,di,13
Jurre van de Sanden,Bioinformatica,h3,A1.04,wo,15
Jurre van de Sanden,Bioinformatica,w1,A1.04,ma,9
Jurre van de Sanden,Bioinformatica,p1,B0.201,wo,13
Jurre van de Sanden,Netwerken en systeembeveiliging,p1,A1.04,vr,13
Paulette van de Wardt,Kansrekenen 2,h1,A1.08,do,11
Paulette van de Wardt,Kansrekenen 2,h2,A1.04,vr,15
Paulette van de Wardt,Machine Learning,h1,A1.08,di,11
Paulette van de Wardt,Machine Learning,h2,C1.112,do,11
Paulette van de Wardt,Reflectie op de digitale cultuur,h1,A1.08,di,13
Paulette van de Wardt,Reflectie op de digitale cultuur,h2,C0.110,di,11
Paulette van de Wardt,Reflectie op de digitale cultuur,w1,A1.10,do,13
Nanke van den Berg,Machine Learning,h1,A1.08,di,11
Nanke van den Berg,Machine Learning,h2,C1.112,do,11
Btissam van den Boer,Kansrekenen 2,h1,A1.08,do,11
Btissam van den Boer,Kansrekenen 2,h2,A1.04,vr,15
Btissam van den Boer,Technology for games,h1,A1.06,ma,9
Btissam van den Boer,Technology for games,h2,A1.04,di,11
Btissam van den Boer,Technology for games,w1,A1.08,ma,11
Enrique van den Born,Compilerbouw practicum,p1,C1.112,vr,9
Enrique van den Born,Informatie- en organisatieontwerp,h2,A1.06,do,13
Enrique van den Born,Informatie- en organisatieontwerp,w1,A1.06,wo,11
Enrique van den Born,Informatie- en organisatieontwerp,p1,A1.08,vr,11
Enrique van den Born,Informatie- en organisatieontwerp,h1,A1.10,di,13
Enrique van den Born,Technology for games,h1,A1.06,ma,9
Enrique van den Born,Technology for games,h2,A1.04,di,11
Enrique van den Born,Technology for games,w1,A1.10,wo,13
Cyrano van den Eijnde,Heuristieken 1,h1,B0.201,wo,15
Cyrano van den Eijnde,Heuristieken 1,w1,A1.06,ma,11
Cyrano van den Eijnde,Kansrekenen 2,h1,A1.08,do,11
Cyrano van den Eijnde,Kansrekenen 2,h2,A1.04,vr,15
Cyrano van den Eijnde,Lineaire Algebra,h2,C1.112,di,9
Cyrano van den Eijnde,Lineaire Algebra,h1,B0.201,do,15
Ceren van den Engel,Compilerbouw,h1,A1.06,wo,13
Ceren van den Engel,Compilerbouw,h2,A1.08,wo,11
Ceren van den Engel,Compilerbouw,w1,B0.201,di,13
Ceren van den Engel,Compilerbouw,p1,A1.06,vr,13
Ceren van den Engel,Programmeren in Java 2,p1,A1.10,ma,9
Cyrille van den Ham,Programmeren in Java 2,p1,A1.10,do,15
Leon van den Hoogen,Calculus 2,h1,C0.110,do,13
Leon van den Hoogen,Calculus 2,w1,C0.110,ma,13
Amos van den Oord,Kansrekenen 2,h1,A1.08,do,11
Amos van den Oord,Kansrekenen 2,h2,A1.04,vr,15
Chelly van der Doelen,Analysemethoden en -technieken,h1,A1.10,wo,15
Chelly van der Doelen,Heuristieken 2,h1,A1.04,wo,11
Chelly van der Doelen,Heuristieken 2,w1,B0.201,do,9
Chelly van der Doelen,Reflectie op de digitale cultuur,h1,A1.08,di,13
Chelly van der Doelen,Reflectie op de digitale cultuur,h2,C0.110,di,11
Chelly van der Doelen,Reflectie op de digitale cultuur,w1,A1.10,do,13
Chelly van der Doelen,Webprogrammeren en databases,h1,C0.110,di,13
Chelly van der Doelen,Webprogrammeren en databases,h2,C1.112,vr,11
Chelly van der Doelen,Webprogrammeren en databases,w1,B0.201,ma,11
Chelly van der Doelen,Webprogrammeren en databases,p1,A1.06,vr,9
Tamar van der Drift,Compilerbouw practicum,p1,A1.04,wo,13
Lakshmi van der Gaag,Databases 2,h1,C0.110,ma,15
Lakshmi van der Gaag,Databases 2,w1,A1.10,di,15
Deejay van der Geer,Algoritmen en complexiteit,h1,A1.10,vr,9
Deejay van der Geer,Algoritmen en complexiteit,w1,C1.112,do,9
Deejay van der Geer,Algoritmen en complexiteit,p1,A1.08,do,13
Deejay van der Geer,Autonomous Agents 2,h1,B0.201,do,11
Deejay van der Geer,Autonomous Agents 2,h2,A1.04,di,9
Deejay van der Geer,Autonomous Agents 2,w1,C1.112,wo,15
Deejay van der Geer,Autonomous Agents 2,p1,C1.112,do,13
Deejay van der Geer,Data Mining,p1,A1.10,ma,13
Deejay van der Geer,Data Mining,h1,C0.110,ma,11
Deejay van der Geer,Data Mining,h2,C0.110,do,9
Deejay van der Geer,Data Mining,w1,A1.08,vr,13
Deejay van der Geer,Databases 2,h1,C0.110,ma,15
Deejay van der Geer,Databases 2,w1,A1.10,di,15
Deejay van der Geer,Heuristieken 2,h1,A1.04,wo,11
Deejay van der Geer,Heuristieken 2,w1,B0.201,do,9
Ferhan van der Gulik,Moderne Databases,h1,A1.10,vr,13
Ferhan van der Gulik,Moderne Databases,w1,B0.201,ma,15
Ferhan van der Gulik,Moderne Databases,p1,C1.112,di,15
Daisy van der Klei,Collectieve Intelligentie,h1,B0.201,do,13
Daisy van der Klei,Collectieve Intelligentie,h2,C1.112,do,15
Daisy van der Klei,Collectieve Intelligentie,h3,C0.110,vr,11
Daisy van der Klei,Collectieve Intelligentie,w1,A1.06,di,13
Daisy van der Klei,Collectieve Intelligentie,p1,A1.08,do,15
Daisy van der Klei,Compilerbouw,h1,A1.06,wo,13
Daisy van der Klei,Compilerbouw,h2,A1.08,wo,11
Daisy van der Klei,Compilerbouw,w1,A1.06,di,15
Daisy van der Klei,Compilerbouw,p1,C0.110,ma,17
Daisy van der Klei,Databases 2,h1,C0.110,ma,15
Daisy van der Klei,Databases 2,w1,A1.10,di,11
Daisy van der Klei,Lineaire Algebra,h2,C1.112,di,9
Daisy van der Klei,Lineaire Algebra,h1,B0.201,do,15
Daisy van der Klei,Programmeren in Java 2,p1,A1.06,vr,11
Pearl van der Leek,Moderne Databases,h1,A1.10,vr,13
Pearl van der Leek,Moderne Databases,w1,A1.08,di,15
Pearl van der Leek,Moderne Databases,p1,C1.112,di,15
Aynel van der Marel,Algoritmen en complexiteit,h1,A1.10,vr,9
Aynel van der Marel,Algoritmen en complexiteit,w1,C0.110,wo,11
Aynel van der Marel,Algoritmen en complexiteit,p1,A1.08,do,13
Agelo van der Meer,Algoritmen en complexiteit,h1,A1.10,vr,9
Agelo van der Meer,Algoritmen en complexiteit,w1,C0.110,wo,11
Agelo van der Meer,Algoritmen en complexiteit,p1,A1.06,wo,9
Agelo van der Meer,Informatie- en organisatieontwerp,h2,A1.06,do,13
Agelo van der Meer,Informatie- en organisatieontwerp,w1,C0.110,di,15
Agelo van der Meer,Informatie- en organisatieontwerp,p1,B0.201,ma,13
Agelo van der Meer,Informatie- en organisatieontwerp,h1,A1.10,di,13
Agelo van der Meer,Programmeren in Java 2,p1,A1.10,do,15
Abdul van der Meeren,Bioinformatica,h1,C0.110,ma,9
Abdul van der Meeren,Bioinformatica,h2,C1.112,di,13
Abdul van der Meeren,Bioinformatica,h3,A1.04,wo,15
Abdul van der Meeren,Bioinformatica,w1,A1.04,ma,9
Abdul van der Meeren,Bioinformatica,p1,B0.201,di,11
Abdul van der Meeren,Calculus 2,h1,C0.110,do,13
Abdul van der Meeren,Calculus 2,w1,C1.112,wo,13
Abdul van der Meeren,Moderne Databases,h1,A1.10,vr,13
